school_id,school_name,city,country,curriculum,savings_potential_single_usd,academic_score,careers_page_url,website_url,group_operator,region
"FLIS0015","European Azerbaijan","Baku","Azerbaijan","IB","","7.8","https://eas.edu.az/careers/","https://eas.edu.az/careers/","",""
"FLIS0016","NPS International","Singapore","Singapore","CBSE / IB","","8.8","https://www.npsinternational.edu.sg/careers","https://www.npsinternational.edu.sg/careers","",""
"FLIS0017","The ISF Academy","Hong Kong","Hong Kong","IB / Bilingual","","9.7","https://academy.isf.edu.hk/careers/","https://academy.isf.edu.hk/careers/","",""
"FLIS0018","Dulwich Beijing","Beijing","China","British / IB","","9.5","https://beijing.dulwich.org/careers","https://beijing.dulwich.org/careers","",""
"FLIS0019","Singapore Int'l (HK)","Hong Kong","Hong Kong","SG / IB","","9.4","https://www.singapore.edu.hk/careers/","https://www.singapore.edu.hk/careers/","",""
"FLIS0020","PLK Choi Kai Yau","Hong Kong","Hong Kong","IGCSE / IB","","8.7","http://www.cky.edu.hk/recruitment/","http://www.cky.edu.hk/recruitment/","",""
"FLIS0021","YK Pao School","Shanghai","China","IGCSE / IB","","9.2","https://www.ykpaoschool.cn/careers","https://www.ykpaoschool.cn/careers","",""
"FLIS0022","Step by Step","Noida","India","CBSE / IB","","8.6","https://stepbystep.ed.in/careers/","https://stepbystep.ed.in/careers/","",""
"FLIS0023","Dulwich Pudong","Shanghai","China","British / IB","","9.6","https://shanghai-pudong.dulwich.org/careers","https://shanghai-pudong.dulwich.org/careers","",""
"FLIS0024","SJI International","Singapore","Singapore","IGCSE / IB","","9.1","https://www.sji-international.com.sg/about/careers","https://www.sji-international.com.sg/about/careers","",""
"FLIS0025","Canadian Int'l (HK)","Hong Kong","Hong Kong","IB / Ontario","","9.0","https://www.cdnis.edu.hk/careers","https://www.cdnis.edu.hk/careers","",""
"FLIS0026","Qatar Academy","Doha","Qatar","IB","","8.5","https://www.qf.org.qa/careers","https://www.qf.org.qa/careers","",""
"FLIS0027","GEMS World Dubai","Dubai","UAE","IB","","9.3","https://www.gemsworldacademy-dubai.com/en/Careers","https://www.gemsworldacademy-dubai.com/en/Careers","",""
"FLIS0028","Aldar Academies","Abu Dhabi","UAE","British / US / IB","","8.2","https://aldareducation.com/careers/","https://aldareducation.com/careers/","",""
"FLIS0029","JESS Dubai","Dubai","UAE","British / IB","","9.4","https://www.jess.sch.ae/careers","https://www.jess.sch.ae/careers","",""
"FLIS0030","Neev Academy","Bengaluru","India","IB","","8.7","https://neevacademy.org/careers/","https://neevacademy.org/careers/","",""
"FLIS0031","Bombay Int'l","Mumbai","India","IGCSE / IB","","9.0","https://bis.edu.in/careers/","https://bis.edu.in/careers/","",""
"FLIS0032","Hwa Chong Int'l","Singapore","Singapore","IGCSE / IB","","9.5","https://www.hcis.edu.sg/careers/","https://www.hcis.edu.sg/careers/","",""
"FLIS0033","IS Nanshan","Shenzhen","China","IB","","8.8","https://www.isnsz.com/careers","https://www.isnsz.com/careers","",""
"FLIS0034","Wellington Shanghai","Shanghai","China","British / IB","","9.4","https://shanghai.wellingtoncollege.cn/careers","https://shanghai.wellingtoncollege.cn/careers","",""
"FLIS0035","Leman Chengdu","Chengdu","China","IB / US","1800","8.4","https://www.nordangliaeducation.com/lis-chengdu/careers","https://www.nordangliaeducation.com/lis-chengdu/careers","",""
"FLIS0036","GIIS SMART","Singapore","Singapore","CBSE / IB","","8.6","https://singapore.globalindianschool.org/careers","https://singapore.globalindianschool.org/careers","",""
"FLIS0037","New PORG Prague","Prague","Czechia","IB DP","","9.2","https://www.porg.cz/en/careers","https://www.porg.cz/en/careers","",""
"FLIS0038","Ecole Jeannine Manuel","Paris","France","French / IB","","9.7","https://www.ecolejeanninemanuel.org/en/careers","https://www.ecolejeanninemanuel.org/en/careers","",""
"FLIS0039","St Catherine's","Athens","Greece","British / IB","","9.0","https://www.stcatherines.gr/careers/","https://www.stcatherines.gr/careers/","",""
"FLIS0040","British Milan","Milan","Italy","British / IB","","9.2","https://www.britishschoolmilan.com/careers","https://www.britishschoolmilan.com/careers","",""
"FLIS0041","IS Monaco","Monaco","Monaco","IB","","8.8","https://www.ismonaco.org/careers","https://www.ismonaco.org/careers","",""
"FLIS0042","St Louis Milan","Milan","Italy","British / IB","","9.4","https://www.stlouisschool.com/careers","https://www.stlouisschool.com/careers","",""
"FLIS0043","Heritage Gurugram","Gurugram","India","IB/IGCSE/CBSE","","8.7","https://www.heritagexperiential.org/careers/","https://www.heritagexperiential.org/careers/","",""
"FLIS0044","Cheltenham Muscat","Muscat","Oman","British (iGCSE, A-Level)","","8.2","https://cheltenhammuscat.com/careers/","https://cheltenhammuscat.com","",""
"FLIS0045","TISB Bangalore","Bengaluru","India","IGCSE / IB","","9.4","https://www.tisb.org/careers","https://www.tisb.org/careers","",""
"FLIS0046","Calcutta Int'l","Kolkata","India","GCE/IGCSE/IB","","8.2","https://www.calcat.in/careers/","https://www.calcat.in/careers/","",""
"FLIS0047","British Manila","Manila","Philippines","British / IB","","9.1","https://www.britishschoolmanila.org/careers","https://www.britishschoolmanila.org/careers","",""
"FLIS0048","SSIS Shanghai","Shanghai","China","SG / IGCSE / IB","","8.8","https://www.ssis.asia/careers/","https://www.ssis.asia/careers/","",""
"FLIS0049","Dulwich Singapore","Singapore","Singapore","British / IB","","9.6","https://singapore.dulwich.org/careers","https://singapore.dulwich.org/careers","",""
"FLIS0050","Dulwich Suzhou","Suzhou","China","British / IB","","9.0","https://suzhou.dulwich.org/careers","https://suzhou.dulwich.org/careers","",""
"FLIS0051","Aiglon College","Villars","Switzerland","British / IB","","9.4","https://www.aiglon.ch/careers","https://www.aiglon.ch/careers","",""
"FLIS0052","ACS Athens","Athens","Greece","US / IB","","8.5","https://www.acs.gr/careers","https://www.acs.gr/careers","",""
"FLIS0053","IS Prague","Prague","Czechia","IB","","8.8","https://www.isp.cz/careers","https://www.isp.cz/careers","",""
"FLIS0054","Frankfurt Int'l","Frankfurt","Germany","IB","","9.3","https://www.fis.edu/careers","https://www.fis.edu/careers","",""
"FLIS0055","King's Alicante","Alicante","Spain","British","","8.6","https://alicante.kingscollegeschool.es/careers/","https://alicante.kingscollegeschool.es/careers/","",""
"FLIS0056","St George's Rome","Rome","Italy","British / IB","","8.9","https://www.stgeorge.it/careers","https://www.stgeorge.it/careers","",""
"FLIS0057","Oak House BCN","Barcelona","Spain","British / IB / Spanish","","8.7","https://www.oakhouseschool.com/careers","https://www.oakhouseschool.com/careers","",""
"FLIS0058","IS Lausanne","Lausanne","Switzerland","IB","","9.4","https://www.isl.ch/careers","https://www.isl.ch/careers","",""
"FLIS0059","St John's Waterloo","Waterloo","Belgium","US / IB","","8.8","https://www.stjohns.be/careers","https://www.stjohns.be/careers","",""
"FLIS0060","Beau Soleil","Villars","Switzerland","IB / French / US","1900","9.2","https://www.nordangliaeducation.com/beau-soleil/careers","https://www.nordangliaeducation.com/beau-soleil/careers","",""
"FLIS0061","English College Prague","Prague","Czechia","IGCSE / IB DP","","8.8","https://www.englishcollege.cz/careers/","https://www.englishcollege.cz/careers/","",""
"FLIS0062","American Milan","Milan","Italy","US / IB","","8.7","https://www.asmilan.org/careers","https://www.asmilan.org/careers","",""
"FLIS0063","St George's Montreux","Montreux","Switzerland","British / IB","","9.1","https://www.stgeorges.ch/careers","https://www.stgeorges.ch/careers","",""
"FLIS0064","PaRK Lisbon","Lisbon","Portugal","IB / Portuguese","","8.4","https://www.park-is.com/careers/","https://www.park-is.com/careers/","",""
"FLIS0065","Zurich Int'l","Zurich","Switzerland","IB / US","","9.5","https://www.zis.ch/careers","https://www.zis.ch/careers","",""
"FLIS0066","British Brussels","Brussels","Belgium","British / IB","","9.4","https://www.britishschool.be/careers","https://www.britishschool.be/careers","",""
"FLIS0067","St Peter's BCN","Barcelona","Spain","IB","","8.6","https://stpeters.es/careers/","https://stpeters.es/careers/","",""
"FLIS0068","Int'l College Spain","Madrid","Spain","IB","1200","8.9","https://www.nordangliaeducation.com/ics-madrid/careers","https://www.nordangliaeducation.com/ics-madrid/careers","",""
"FLIS0069","Aloha College","Marbella","Spain","British / IB","","8.5","https://aloha-college.com/careers/","https://aloha-college.com/careers/","",""
"FLIS0070","Munich International","Munich","Germany","IB","","9.3","https://www.mis-munich.de/careers","https://www.mis-munich.de/careers","",""
"FLIS0071","Benjamin Franklin","Barcelona","Spain","US / IB / AP","","8.8","https://www.bfischool.org/about-us/careers","https://www.bfischool.org/about-us/careers","",""
"FLIS0072","Leysin American","Leysin","Switz","US / IB","","8.7","https://www.las.ch/about/careers","https://www.las.ch/about/careers","",""
"FLIS0073","Bonn International","Bonn","Germany","IB","","8.6","https://www.bonn-is.de/work/teaching-positions","https://www.bonn-is.de/work/teaching-positions","",""
"FLIS0074","IS Amsterdam","Amsterdam","Netherlands","IB","","9.4","https://www.isa.nl/careers","https://www.isa.nl/careers","",""
"FLIS0075","American School BCN","Barcelona","Spain","US / IB","","8.9","https://www.asbarcelona.com/careers","https://www.asbarcelona.com/careers","",""
"FLIS0076","Haut-Lac Int'l","St-Légier","Switz","IB / Swiss","","8.4","https://www.haut-lac.ch/en/careers/","https://www.haut-lac.ch/en/careers/","",""
"FLIS0077","American Vienna","Vienna","Austria","US / IB","","9.2","https://www.ais.at/employment","https://www.ais.at/employment","",""
"FLIS0078","College du Leman","Geneva","Switz","Multilingual","1800","9.1","https://www.nordangliaeducation.com/cdl-geneva/careers","https://www.nordangliaeducation.com/cdl-geneva/careers","",""
"FLIS0079","IS Brussels","Brussels","Belgium","US / IB","","9.3","https://www.isb.be/careers","https://www.isb.be/careers","",""
"FLIS0080","Riverside Prague","Prague","Czechia","English Nat. / IB","","8.3","https://www.riversideschool.cz/contact/vacancies/","https://www.riversideschool.cz/contact/vacancies/","",""
"FLIS0081","IS Hellerup","Copenhagen","Denmark","IB","","8.2","https://ish.dk/vacancies/","https://ish.dk/vacancies/","",""
"FLIS0082","St George's Cologne","Cologne","Germany","British / IB","","8.8","https://www.stgeorgesschool.com/careers","https://www.stgeorgesschool.com/careers","",""
"FLIS0083","IS Düsseldorf","Düsseldorf","Germany","IB","","9.0","https://www.isdedu.de/careers","https://www.isdedu.de/careers","",""
"FLIS0084","IS Zug & Luzern","Zug","Switz","IB","","9.2","https://www.iszl.ch/careers","https://www.iszl.ch/careers","",""
"FLIS0085","Metropolitan Frankfurt","Frankfurt","Germany","British / IB","","8.4","https://m-s-f.de/careers/","https://m-s-f.de/careers/","",""
"FLIS0086","Ermitage Int'l","Paris","France","French / IB","","8.8","https://www.ermitage.fr/en/careers","https://www.ermitage.fr/en/careers","",""
"FLIS0087","Oslo International","Oslo","Norway","IB","","9.2","https://www.oslointernationalschool.no/employment","https://www.oslointernationalschool.no/employment","",""
"FLIS0088","American School Paris","Paris","France","US / IB / AP","","9.4","https://www.asparis.org/employment","https://www.asparis.org/employment","",""
"FLIS0089","St Julian's School","Lisbon","Portugal","British / IB / Port.","","9.3","https://www.stjulians.com/work-with-us/vacancies","https://www.stjulians.com/work-with-us/vacancies","",""
"FLIS0090","American School Madrid","Madrid","Spain","US / IB / AP","","9.1","https://www.asmadrid.org/careers","https://www.asmadrid.org/careers","",""
"FLIS0091","British Int'l Budapest","Budapest","Hungary","British / IB","1100","8.8","https://www.nordangliaeducation.com/bis-budapest/careers","https://www.nordangliaeducation.com/bis-budapest/careers","",""
"FLIS0092","St George's Munich","Munich","Germany","British / IB","","8.6","https://www.stgeorgesschool.com/careers","https://www.stgeorgesschool.com/careers","",""
"FLIS0093","Bavarian International","Munich","Germany","IB","","9.0","https://www.bis-school.com/careers","https://www.bis-school.com/careers","",""
"FLIS0094","International Basel","Basel","Switz","IB","","9.4","https://www.isbasel.ch/careers","https://www.isbasel.ch/careers","",""
"FLIS0095","TASIS Switzerland","Lugano","Switz","US / IB / AP","","9.3","https://switzerland.tasis.com/employment","https://switzerland.tasis.com/employment","",""
"FLIS0096","IS Athens","Athens","Greece","IB / US","","8.2","https://www.isa.edu.gr/about/join-our-team","https://www.isa.edu.gr/about/join-our-team","",""
"FLIS0097","Danube International School Vienna","Vienna","Austria","IB","","8.5","https://www.danubeschool.com/community/employment","https://www.danubeschool.com/community/employment","",""
"FLIS0098","British BCN (Nexus)","Barcelona","Spain","British / IB","","8.9","https://www.britishschoolbarcelona.com/careers","https://www.britishschoolbarcelona.com/careers","",""
"FLIS0099","Heidelberg Int'l","Heidelberg","Germany","IB","","8.2","https://www.hischool.de/employment","https://www.hischool.de/employment","",""
"FLIS0100","NIST International","Bangkok","Thailand","IB","","9.6","https://www.nist.ac.th/careers","https://www.nist.ac.th/careers","",""
"FLIS0101","British International School Riyadh","Riyadh","Saudi Arabia","UK/A-Level","","8.5","https://www.bisr.com.sa/careers","https://www.bisr.com.sa/careers","",""
"FLIS0102","American International School Riyadh","Riyadh","Saudi Arabia","US/IB","","8.2","https://www.aisr.org/employment","https://www.aisr.org/employment","",""
"FLIS0103","SEK International School Riyadh","Riyadh","Saudi Arabia","IB","","7.0","https://riyadh.sek.international/work-with-us/","https://riyadh.sek.international/work-with-us/","",""
"FLIS0104","Reigate Grammar School Riyadh","Riyadh","Saudi Arabia","UK","","7.8","https://rgs-riyadh.edu.sa/careers/","https://rgs-riyadh.edu.sa/careers/","",""
"FLIS0105","Downe House Riyadh","Riyadh","Saudi Arabia","UK","","7.5","https://www.downehouseriyadh.com/careers/","https://www.downehouseriyadh.com/careers/","",""
"FLIS0106","Al Faris International School","Riyadh","Saudi Arabia","IB","","6.5","https://alfaris.edu.sa/careers/","https://alfaris.edu.sa/careers/","",""
"FLIS0107","Misk Schools","Riyadh","Saudi Arabia","IB/National","","7.0","https://miskschools.edu.sa/careers","https://miskschools.edu.sa/careers","",""
"FLIS0108","Saud International School","Riyadh","Saudi Arabia","UK/US","","6.0","https://sis.edu.sa/careers/","https://sis.edu.sa/careers/","",""
"FLIS0109","British International School Abu Dhabi","Abu Dhabi","UAE","UK/IB","2400","8.2","https://www.nordangliaeducation.com/bis-abu-dhabi/careers","https://www.nordangliaeducation.com/bis-abu-dhabi/careers","",""
"FLIS0110","Nord Anglia International School Abu Dhabi","Abu Dhabi","UAE","UK/IB","2400","8.0","https://www.nordangliaeducation.com/nas-abu-dhabi/careers","https://www.nordangliaeducation.com/nas-abu-dhabi/careers","",""
"FLIS0111","Cranleigh Abu Dhabi","Abu Dhabi","UAE","UK","","8.8","https://www.cranleigh.ae/careers","https://www.cranleigh.ae/careers","",""
"FLIS0112","Brighton College Abu Dhabi","Abu Dhabi","UAE","UK","","8.7","https://www.brightoncollege.ae/careers","https://www.brightoncollege.ae/careers","",""
"FLIS0113","Raha International School","Abu Dhabi","UAE","IB","","8.4","https://www.taaleem.ae/careers","https://www.taaleem.ae/careers","",""
"FLIS0114","Dubai College","Dubai","UAE","UK","","9.7","https://www.dubaicollege.org/recruitment","https://www.dubaicollege.org/recruitment","",""
"FLIS0115","Dubai British School","Dubai Emirates Hills","UAE","UK","","8.5","","","",""
"FLIS0116","Sunmarke School","Dubai","UAE","UK/IB","","8.0","https://sunmarke.com/contact-us/work-with-us/","https://sunmarke.com/contact-us/work-with-us/","",""
"FLIS0117","Nord Anglia International School Dubai","Dubai","UAE","UK/IB","2200","8.6","https://www.nordangliaeducation.com/nas-dubai/careers","https://www.nordangliaeducation.com/nas-dubai/careers","",""
"FLIS0118","Dubai English Speaking School","Dubai Academic City","UAE","UK","","9.2","https://dess.sch.ae/work-at-dess","https://dess.sch.ae/work-at-dess","",""
"FLIS0119","Hartland International School","Dubai","UAE","UK","","8.0","https://www.hartlandinternational.com/current-vacancies/","https://www.hartlandinternational.com/current-vacancies/","",""
"FLIS0120","Kent College Dubai","Dubai","UAE","UK/IB","","7.8","https://www.eteach.com/careers/kentcollege/","https://www.eteach.com/careers/kentcollege/","",""
"FLIS0121","Repton School Dubai","Dubai","UAE","UK/IB","","9.0","https://www.reptondubai.org/careers/","https://www.reptondubai.org/careers/","",""
"FLIS0122","Horizon International School","Dubai","UAE","UK","","7.5","https://hisdubai.ae/careers/","https://hisdubai.ae/careers/","",""
"FLIS0123","Compass International School Doha","Doha","Qatar","UK/IB","2500","7.8","https://www.nordangliaeducation.com/cis-doha/careers","https://www.nordangliaeducation.com/cis-doha/careers","",""
"FLIS0124","Etqan Global Academy","Doha","Qatar","US","2500","6.5","https://www.nordangliaeducation.com/careers","https://www.nordangliaeducation.com/careers","",""
"FLIS0125","British School of Kuwait","Kuwait City","Kuwait","UK","","8.5","https://www.bsk.edu.kw/careers","https://www.bsk.edu.kw/careers","",""
"FLIS0126","British School Muscat","Muscat","Oman","UK/A-Level","","8.8","https://www.britishschoolmuscat.com/work-for-us/vacancies","https://www.britishschoolmuscat.com","",""
"FLIS0127","American International School of Muscat","Muscat","Oman","US/AP","","8.5","https://www.taism.com/employment","https://www.taism.com","",""
"FLIS0128","British School of Bahrain","Hamala","Bahrain","UK/A-Level","","8.2","https://www.britishschoolbahrain.com/careers","https://www.britishschoolbahrain.com/careers","",""
"FLIS0129","British International School Cairo","Cairo","Egypt","UK/IB","","8.6","https://www.bisc.edu.eg/careers","https://www.bisc.edu.eg/careers","",""
"FLIS0130","Malvern College Egypt","Cairo","Egypt","UK/IB","","7.5","https://malverncollege.edu.eg/careers/","https://malverncollege.edu.eg/careers/","",""
"FLIS0131","El Alsson School","Cairo","Egypt","UK/US/IB","","7.8","https://www.alsson.com/careers/","https://www.alsson.com/careers/","",""
"FLIS0132","International School of Kenya","Nairobi","Kenya","IB/US","","8.5","https://www.isk.ac.ke/employment","https://www.isk.ac.ke/employment","",""
"FLIS0133","Brookhouse School","Nairobi","Kenya","UK/iGCSE","","7.9","https://www.brookhouse.ac.ke/careers","https://www.brookhouse.ac.ke/careers","",""
"FLIS0134","Braeburn Garden Estate","Nairobi","Kenya","UK/IB","","7.5","https://gardenestate.braeburn.com/careers","https://gardenestate.braeburn.com/careers","",""
"FLIS0135","International School of Cape Town","Cape Town","South Africa","UK/A-Level","","7.4","https://www.isct.co.za/careers","https://www.isct.co.za/careers","",""
"FLIS0136","American International School of Johannesburg","Joburg","South Africa","IB/US","","8.7","https://www.aisj-jhb.com/employment","https://www.aisj-jhb.com/employment","",""
"FLIS0137","American International School of Cape Town","Cape Town","South Africa","US/AP","","8.3","https://www.aisct.org/employment/","https://www.aisct.org/employment/","",""
"FLIS0138","British International School Hanoi","Hanoi","Vietnam","UK/IB","1600","8.5","https://www.nordangliaeducation.com/bis-hanoi/careers","https://www.nordangliaeducation.com/bis-hanoi/careers","",""
"FLIS0139","British International School Ho Chi Minh City","HCMC","Vietnam","UK/IB","1700","9.2","https://www.nordangliaeducation.com/bis-hcmc/careers","https://www.nordangliaeducation.com/bis-hcmc/careers","",""
"FLIS0140","UNIS Hanoi","Hanoi","Vietnam","IB","","9.0","https://www.unishanoi.org/employment","https://www.unishanoi.org/employment","",""
"FLIS0141","International School Ho Chi Minh City","HCMC","Vietnam","IB","","8.8","https://www.ishcmc.com/careers","https://www.ishcmc.com/careers","",""
"FLIS0142","Alice Smith School","Kuala Lumpur","Malaysia","UK/A-Level","","8.9","https://www.alice-smith.edu.my/careers","https://www.alice-smith.edu.my/careers","",""
"FLIS0143","Marlborough College Malaysia","Johor","Malaysia","UK/IB","","8.7","https://www.marlboroughcollegemalaysia.org/about/careers/","https://www.marlboroughcollegemalaysia.org/about/careers/","",""
"FLIS0144","British International School Kuala Lumpur","KL","Malaysia","UK/IB","1500","8.8","https://www.nordangliaeducation.com/bis-kl/careers","https://www.nordangliaeducation.com/bis-kl/careers","",""
"FLIS0145","Garden International School","KL","Malaysia","UK/IB","","8.6","https://www.gardenschool.edu.my/careers/","https://www.gardenschool.edu.my/careers/","",""
"FLIS0146","Epsom College Malaysia","Seremban","Malaysia","UK/A-Level","","8.4","https://www.epsomcollege.edu.my/careers/","https://www.epsomcollege.edu.my/careers/","",""
"FLIS0147","Mont'Kiara International School","KL","Malaysia","US/IB","","8.5","https://www.mkis.edu.my/careers","https://www.mkis.edu.my/careers","",""
"FLIS0148","Shrewsbury International School Riverside","Bangkok","Thailand","UK/A-Level","","9.0","https://www.shrewsbury.ac.th/riverside/careers","https://www.shrewsbury.ac.th/riverside/careers","",""
"FLIS0149","Bangkok Patana School","Bangkok","Thailand","UK/IB","","9.1","https://www.patana.ac.th/careers/","https://www.patana.ac.th/careers/","",""
"FLIS0150","St. Andrews International School Sukhumvit 107","Bangkok","Thailand","UK/IB","","7.8","https://www.standrews107.com/careers","https://www.standrews107.com/careers","",""
"FLIS0151","Brighton College Bangkok","Bangkok","Thailand","UK/A-Level","","8.7","https://brightoncollege.ac.th/careers/","https://brightoncollege.ac.th/careers/","",""
"FLIS0152","King's College International School Bangkok","Bangkok","Thailand","UK/IB","","8.5","https://www.kingsbangkok.ac.th/careers","https://www.kingsbangkok.ac.th/careers","",""
"FLIS0153","Rugby School Thailand","Chonburi","Thailand","UK/A-Level","","8.2","https://www.rugbyschool.ac.th/careers/","https://www.rugbyschool.ac.th/careers/","",""
"FLIS0154","Wellington College International Bangkok","Bangkok","Thailand","UK/A-Level","","8.8","https://www.wellingtoncollege.ac.th/careers","https://www.wellingtoncollege.ac.th/careers","",""
"FLIS0155","International School Bangkok","Bangkok","Thailand","US/AP/IB","","9.2","https://www.isb.ac.th/careers/","https://www.isb.ac.th/careers/","",""
"FLIS0156","UWC Thailand","Phuket","Thailand","IB","","8.0","https://www.uwcthailand.ac.th/careers","https://www.uwcthailand.ac.th/careers","",""
"FLIS0157","British School Jakarta","Jakarta","Indonesia","UK/IB","","8.8","https://www.bsj.sch.id/careers","https://www.bsj.sch.id/careers","",""
"FLIS0158","Jakarta Intercultural School","Jakarta","Indonesia","US/AP/IB","","9.2","https://www.jisedu.or.id/careers","https://www.jisedu.or.id/careers","",""
"FLIS0159","ACG School Jakarta","Jakarta","Indonesia","UK/IB","","7.5","https://jakarta.acgedu.com/careers/","https://jakarta.acgedu.com/careers/","",""
"FLIS0160","Canggu Community School Bali","Bali","Indonesia","IB","","8.0","https://www.ccsbali.com/careers","https://www.ccsbali.com/careers","",""
"FLIS0161","British School Manila","Manila","Philippines","UK/A-Level","","8.2","https://www.britishschoolmanila.org/careers","https://www.britishschoolmanila.org/careers","",""
"FLIS0162","International School Manila","Manila","Philippines","IB","","9.0","https://www.ismanila.org/careers","https://www.ismanila.org/careers","",""
"FLIS0163","British School in Tokyo","Tokyo","Japan","UK/A-Level","","8.0","https://www.bst.ac.jp/careers","https://www.bst.ac.jp/careers","",""
"FLIS0164","Malvern College Tokyo","Tokyo","Japan","IB","","7.5","https://www.malverncollegetokyo.jp/careers","https://www.malverncollegetokyo.jp/careers","",""
"FLIS0165","Rugby School Japan","Chiba","Japan","UK/A-Level","","9.2","https://www.rugbyschooljapan.ed.jp/careers","https://www.rugbyschooljapan.ed.jp/careers","",""
"FLIS0166","Harrow International School Appi","Appi Kogen","Japan","UK/A-Level","","8.0","https://www.harrowappi.jp/careers/","https://www.harrowappi.jp/careers/","",""
"FLIS0167","St. Maur International School","Yokohama","Japan","IB/US","","8.5","https://www.stmaur.ac.jp/employment","https://www.stmaur.ac.jp/employment","",""
"FLIS0168","Yokohama International School","Yokohama","Japan","IB","","8.7","https://www.yis.ac.jp/careers","https://www.yis.ac.jp/careers","",""
"FLIS0169","Canadian Academy Kobe","Kobe","Japan","IB","","8.4","https://www.canacademy.ac.jp/employment","https://www.canacademy.ac.jp/employment","",""
"FLIS0170","Seoul Foreign School","Seoul","S. Korea","IB/US","","9.1","https://www.seoulforeign.org/careers","https://www.seoulforeign.org/careers","",""
"FLIS0171","Chadwick International","Songdo","S. Korea","IB","","8.8","https://www.chadwickinternational.org/employment","https://www.chadwickinternational.org/employment","",""
"FLIS0172","Branksome Hall Asia","Jeju","S. Korea","IB","","8.6","https://www.branksome.asia/careers","https://www.branksome.asia/careers","",""
"FLIS0173","North London Collegiate School Jeju","Jeju","S. Korea","UK/IB","","9.0","https://www.nlcsjeju.co.kr/careers","https://www.nlcsjeju.co.kr/careers","",""
"FLIS0174","Concordia International School Shanghai","Shanghai","China","US/AP","","9.0","https://www.concordiashanghai.org/employment","https://www.concordiashanghai.org/employment","",""
"FLIS0175","International School Beijing","Beijing","China","IB","","9.3","https://www.isb.bj.edu.cn/careers","https://www.isb.bj.edu.cn/careers","",""
"FLIS0176","Western Academy of Beijing","Beijing","China","IB","","9.2","https://www.wab.edu/careers","https://www.wab.edu/careers","",""
"FLIS0177","British International School Warsaw","Warsaw","Poland","UK/IB","1200","8.2","https://www.nordangliaeducation.com/bis-warsaw/careers","https://www.nordangliaeducation.com/bis-warsaw/careers","",""
"FLIS0178","Akademeia High School","Warsaw","Poland","UK/A-Level","","8.5","https://akademeia.edu.pl/en/careers/","https://akademeia.edu.pl/en/careers/","",""
"FLIS0179","International School of Bucharest","Bucharest","Romania","UK/IB","","7.9","https://www.isb.ro/careers/","https://www.isb.ro/careers/","",""
"FLIS0180","Prague British International School","Prague","Czechia","IGCSE / IB DP","1300","8.5","https://www.nordangliaeducation.com/pbis-prague/careers","https://www.nordangliaeducation.com/pbis-prague/careers","",""
